Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Masters,2017,New Delhi,Bayaran Menengah,26,Laki-laki,No,4,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2014,Bangalore,Bayaran Rendah,26,Perempuan,No,4,Yes
Bachelors,2015,Pune,Bayaran Menengah,25,Perempuan,No,3,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2017,Pune,Bayaran Menengah,28,Laki-laki,No,1,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2013,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
PHD,2013,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2013,New Delhi,Bayaran Rendah,25,Perempuan,Yes,3,Yes
Bachelors,2017,Bangalore,Bayaran Tinggi,28,Perempuan,No,3,No
Bachelors,2014,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2015,New Delhi,Bayaran Rendah,27,Laki-laki,No,5,No
Masters,2013,Pune,Bayaran Menengah,28,Laki-laki,No,2,Yes
Bachelors,2013,New Delhi,Bayaran Rendah,25,Perempuan,Yes,3,Yes
Masters,2017,New Delhi,Bayaran Menengah,26,Laki-laki,No,4,No
Masters,2016,New Delhi,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2017,Bangalore,Bayaran Rendah,28,Perempuan,Yes,5,No
Masters,2017,New Delhi,Bayaran Menengah,28,Perempuan,No,2,No
Bachelors,2012,Bangalore,Bayaran Tinggi,27,Laki-laki,No,5,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2017,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2017,New Delhi,Bayaran Rendah,25,Perempuan,No,3,No
Bachelors,2015,Pune,Bayaran Rendah,28,Perempuan,Yes,5,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Masters,2015,Pune,Bayaran Menengah,26,Perempuan,Yes,4,Yes
Masters,2015,Pune,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2016,Pune,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2018,Pune,Bayaran Rendah,26,Laki-laki,Yes,4,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,27,Perempuan,No,5,No
Bachelors,2017,Bangalore,Bayaran Tinggi,25,Laki-laki,No,3,No
Bachelors,2015,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2015,Pune,Bayaran Rendah,24,Perempuan,No,2,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,28,Laki-laki,No,2,No
Bachelors,2014,Pune,Bayaran Menengah,26,Perempuan,No,4,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2018,New Delhi,Bayaran Rendah,28,Perempuan,No,5,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,28,Laki-laki,No,0,Yes
Bachelors,2016,New Delhi,Bayaran Rendah,28,Perempuan,No,3,No
Bachelors,2017,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2015,Pune,Bayaran Rendah,24,Perempuan,No,2,Yes
Masters,2018,New Delhi,Bayaran Rendah,28,Laki-laki,No,2,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,27,Perempuan,No,5,No
Bachelors,2017,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2017,New Delhi,Bayaran Menengah,28,Perempuan,No,0,No
Bachelors,2015,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2012,Bangalore,Bayaran Rendah,28,Laki-laki,No,2,No
Bachelors,2013,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2016,Bangalore,Bayaran Tinggi,24,Laki-laki,No,2,No
Bachelors,2016,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2013,Pune,Bayaran Rendah,24,Laki-laki,No,2,No
Masters,2017,Pune,Bayaran Menengah,26,Perempuan,No,4,Yes
Bachelors,2017,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2018,Pune,Bayaran Rendah,25,Perempuan,No,3,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2015,Pune,Bayaran Rendah,24,Laki-laki,Yes,2,No
Bachelors,2013,Bangalore,Bayaran Rendah,24,Perempuan,No,2,Yes
Bachelors,2013,Pune,Bayaran Menengah,28,Laki-laki,Yes,0,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2016,Bangalore,Bayaran Rendah,28,Perempuan,No,5,No
Bachelors,2014,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2014,Bangalore,Bayaran Rendah,26,Perempuan,No,4,No
Masters,2017,Bangalore,Bayaran Menengah,28,Laki-laki,No,2,No
Bachelors,2012,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2016,Bangalore,Bayaran Rendah,27,Perempuan,No,5,No
Masters,2018,Bangalore,Bayaran Rendah,28,Laki-laki,No,2,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2012,Pune,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2016,New Delhi,Bayaran Rendah,28,Laki-laki,No,0,No
Bachelors,2012,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2014,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2017,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Tinggi,27,Laki-laki,No,5,No
Bachelors,2017,Bangalore,Bayaran Rendah,28,Perempuan,No,5,No
Bachelors,2014,Pune,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2015,Pune,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2017,Pune,Bayaran Menengah,28,Laki-laki,No,0,Yes
Bachelors,2015,Pune,Bayaran Menengah,26,Perempuan,No,4,Yes
Bachelors,2015,Pune,Bayaran Menengah,27,Perempuan,No,5,Yes
Bachelors,2015,Pune,Bayaran Rendah,26,Perempuan,No,4,Yes
Bachelors,2015,Bangalore,Bayaran Menengah,28,Perempuan,No,3,Yes
Bachelors,2012,Pune,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2013,Bangalore,Bayaran Rendah,25,Laki-laki,Yes,3,Yes
Bachelors,2016,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,No
PHD,2018,New Delhi,Bayaran Rendah,24,Perempuan,No,2,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,27,Perempuan,No,5,No
Masters,2017,New Delhi,Bayaran Menengah,26,Laki-laki,Yes,4,Yes
Bachelors,2015,Pune,Bayaran Menengah,27,Perempuan,No,5,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Masters,2017,Pune,Bayaran Menengah,25,Perempuan,No,3,No
Bachelors,2017,New Delhi,Bayaran Rendah,28,Perempuan,No,2,No
Bachelors,2014,Bangalore,Bayaran Rendah,27,Laki-laki,Yes,5,No
Bachelors,2012,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2018,Pune,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,27,Perempuan,Yes,5,Yes
Bachelors,2015,New Delhi,Bayaran Rendah,28,Perempuan,No,3,No
Bachelors,2015,Pune,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,28,Laki-laki,No,5,No
Bachelors,2015,New Delhi,Bayaran Menengah,27,Perempuan,Yes,5,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Masters,2017,New Delhi,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2017,Pune,Bayaran Menengah,26,Perempuan,No,4,Yes
Bachelors,2015,Pune,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2018,Pune,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2017,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
PHD,2013,New Delhi,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,28,Laki-laki,No,2,No
Bachelors,2012,Bangalore,Bayaran Rendah,25,Perempuan,Yes,3,No
Bachelors,2015,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2016,Pune,Bayaran Menengah,24,Perempuan,No,2,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2014,Pune,Bayaran Rendah,27,Laki-laki,Yes,5,No
Bachelors,2013,Bangalore,Bayaran Rendah,24,Laki-laki,Yes,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2017,Pune,Bayaran Menengah,24,Perempuan,No,2,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Masters,2013,Bangalore,Bayaran Rendah,26,Perempuan,No,4,Yes
Bachelors,2012,Pune,Bayaran Rendah,25,Perempuan,No,3,Yes
Bachelors,2015,New Delhi,Bayaran Rendah,28,Perempuan,No,2,No
Masters,2017,New Delhi,Bayaran Menengah,24,Perempuan,No,2,No
Masters,2013,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
PHD,2016,New Delhi,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2017,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2016,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2017,New Delhi,Bayaran Rendah,28,Perempuan,No,0,No
PHD,2016,New Delhi,Bayaran Rendah,27,Perempuan,No,5,No
Masters,2014,Bangalore,Bayaran Rendah,28,Perempuan,No,4,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,28,Perempuan,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Masters,2015,New Delhi,Bayaran Rendah,28,Laki-laki,No,0,No
Bachelors,2015,Pune,Bayaran Menengah,25,Perempuan,No,3,Yes
Masters,2017,Pune,Bayaran Menengah,27,Laki-laki,No,5,Yes
Bachelors,2014,Pune,Bayaran Menengah,25,Perempuan,No,3,Yes
Bachelors,2015,Pune,Bayaran Menengah,28,Perempuan,Yes,2,Yes
Bachelors,2013,Pune,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2013,Pune,Bayaran Tinggi,26,Perempuan,No,4,Yes
Bachelors,2012,Pune,Bayaran Menengah,27,Perempuan,No,5,Yes
Masters,2017,New Delhi,Bayaran Rendah,28,Laki-laki,No,0,No
Bachelors,2012,Bangalore,Bayaran Rendah,28,Perempuan,No,1,No
Bachelors,2015,Pune,Bayaran Menengah,25,Perempuan,Yes,3,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2015,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2018,New Delhi,Bayaran Rendah,24,Perempuan,No,2,Yes
Bachelors,2017,New Delhi,Bayaran Rendah,27,Perempuan,Yes,5,No
PHD,2012,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2012,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2013,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2015,New Delhi,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2013,Pune,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2016,Pune,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2018,Pune,Bayaran Rendah,24,Laki-laki,Yes,2,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,27,Perempuan,Yes,5,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2012,Pune,Bayaran Rendah,24,Perempuan,No,2,Yes
Masters,2017,New Delhi,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2013,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2015,New Delhi,Bayaran Rendah,25,Perempuan,No,3,No
Bachelors,2018,Bangalore,Bayaran Rendah,24,Perempuan,No,2,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,28,Laki-laki,No,4,No
Bachelors,2013,Pune,Bayaran Tinggi,26,Perempuan,No,4,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2013,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2016,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,25,Perempuan,No,3,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,27,Laki-laki,Yes,5,No
Bachelors,2017,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2018,Pune,Bayaran Menengah,28,Perempuan,No,5,Yes
Masters,2017,Pune,Bayaran Menengah,27,Laki-laki,No,5,No
Bachelors,2013,Bangalore,Bayaran Rendah,25,Perempuan,No,3,No
Bachelors,2017,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2017,New Delhi,Bayaran Menengah,25,Perempuan,No,3,No
Bachelors,2018,Pune,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2016,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2013,Bangalore,Bayaran Tinggi,24,Laki-laki,No,2,No
Bachelors,2012,Bangalore,Bayaran Tinggi,28,Laki-laki,No,3,No
Bachelors,2016,Pune,Bayaran Menengah,28,Perempuan,No,3,Yes
Bachelors,2016,Pune,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,28,Laki-laki,No,3,No
Bachelors,2017,Pune,Bayaran Menengah,28,Laki-laki,No,3,No
Bachelors,2017,Bangalore,Bayaran Rendah,25,Perempuan,No,3,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Masters,2013,New Delhi,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2013,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2013,Pune,Bayaran Menengah,24,Perempuan,No,2,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,28,Laki-laki,No,1,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2014,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2015,Pune,Bayaran Tinggi,24,Perempuan,No,2,Yes
Masters,2013,New Delhi,Bayaran Rendah,24,Perempuan,Yes,2,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2017,New Delhi,Bayaran Menengah,26,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Masters,2013,New Delhi,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2014,Pune,Bayaran Menengah,28,Perempuan,No,3,Yes
Masters,2015,New Delhi,Bayaran Rendah,28,Laki-laki,No,2,No
Bachelors,2015,Bangalore,Bayaran Rendah,28,Laki-laki,No,5,No
Bachelors,2017,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2014,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2015,Pune,Bayaran Menengah,28,Perempuan,No,5,Yes
Masters,2017,New Delhi,Bayaran Menengah,26,Perempuan,No,4,Yes
Bachelors,2016,New Delhi,Bayaran Rendah,26,Perempuan,No,4,No
Bachelors,2016,Bangalore,Bayaran Rendah,26,Perempuan,No,4,No
Bachelors,2013,New Delhi,Bayaran Rendah,27,Perempuan,No,5,No
Bachelors,2014,Bangalore,Bayaran Rendah,28,Laki-laki,No,3,No
Bachelors,2017,New Delhi,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2015,Bangalore,Bayaran Tinggi,27,Laki-laki,No,5,No
Bachelors,2013,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2014,Pune,Bayaran Menengah,26,Laki-laki,No,4,No
Bachelors,2013,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2012,Bangalore,Bayaran Rendah,27,Laki-laki,Yes,5,No
Bachelors,2012,Bangalore,Bayaran Rendah,28,Laki-laki,No,1,No
Masters,2017,New Delhi,Bayaran Menengah,25,Perempuan,No,3,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2016,Pune,Bayaran Menengah,27,Perempuan,No,5,Yes
Bachelors,2017,Pune,Bayaran Rendah,28,Laki-laki,No,3,No
Masters,2017,New Delhi,Bayaran Rendah,28,Laki-laki,No,2,No
PHD,2018,Pune,Bayaran Rendah,26,Laki-laki,No,4,Yes
Masters,2017,New Delhi,Bayaran Menengah,24,Laki-laki,No,2,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,28,Laki-laki,No,0,No
Masters,2015,Pune,Bayaran Rendah,26,Perempuan,No,4,No
Bachelors,2016,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2016,New Delhi,Bayaran Rendah,28,Perempuan,No,4,No
Bachelors,2012,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Masters,2015,Bangalore,Bayaran Menengah,27,Perempuan,No,5,Yes
Masters,2017,Pune,Bayaran Tinggi,28,Laki-laki,No,0,No
Masters,2015,New Delhi,Bayaran Rendah,28,Perempuan,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2017,Pune,Bayaran Rendah,28,Perempuan,No,4,Yes
Bachelors,2015,Pune,Bayaran Rendah,25,Laki-laki,No,3,No
Masters,2017,New Delhi,Bayaran Menengah,27,Perempuan,No,5,No
Masters,2015,Pune,Bayaran Menengah,27,Perempuan,No,5,No
Bachelors,2015,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,28,Perempuan,No,1,No
Bachelors,2015,Pune,Bayaran Rendah,25,Perempuan,No,3,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,28,Perempuan,No,2,Yes
Bachelors,2016,Pune,Bayaran Rendah,27,Perempuan,No,5,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
PHD,2018,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2018,Pune,Bayaran Rendah,28,Laki-laki,No,2,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2013,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2013,Bangalore,Bayaran Rendah,28,Laki-laki,Yes,1,No
Masters,2017,New Delhi,Bayaran Menengah,28,Perempuan,No,2,No
Bachelors,2016,Bangalore,Bayaran Tinggi,24,Laki-laki,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2014,Pune,Bayaran Menengah,27,Perempuan,No,5,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2017,New Delhi,Bayaran Rendah,27,Laki-laki,No,5,No
Masters,2018,New Delhi,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,28,Laki-laki,Yes,3,No
Bachelors,2017,New Delhi,Bayaran Rendah,26,Perempuan,No,4,No
Bachelors,2016,Pune,Bayaran Rendah,28,Laki-laki,No,3,No
Bachelors,2015,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2017,Pune,Bayaran Menengah,24,Perempuan,No,2,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
PHD,2016,New Delhi,Bayaran Tinggi,26,Laki-laki,No,4,No
Bachelors,2018,Bangalore,Bayaran Rendah,24,Perempuan,No,2,Yes
Bachelors,2017,Bangalore,Bayaran Menengah,28,Perempuan,No,1,No
Bachelors,2013,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Masters,2014,New Delhi,Bayaran Rendah,25,Perempuan,No,3,No
Bachelors,2012,Pune,Bayaran Tinggi,26,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,28,Laki-laki,No,5,No
Bachelors,2013,Bangalore,Bayaran Rendah,28,Laki-laki,No,2,Yes
Masters,2017,Pune,Bayaran Menengah,27,Laki-laki,No,5,No
Bachelors,2016,Bangalore,Bayaran Rendah,28,Laki-laki,Yes,0,No
Bachelors,2014,New Delhi,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2013,Bangalore,Bayaran Rendah,25,Perempuan,No,3,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,24,Perempuan,No,2,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,26,Perempuan,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,28,Laki-laki,No,4,No
Bachelors,2017,New Delhi,Bayaran Menengah,28,Laki-laki,No,0,No
Masters,2017,New Delhi,Bayaran Rendah,24,Perempuan,No,2,No
PHD,2017,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2015,Bangalore,Bayaran Rendah,28,Perempuan,No,5,No
Bachelors,2017,New Delhi,Bayaran Rendah,25,Perempuan,No,3,No
Masters,2017,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Masters,2017,Bangalore,Bayaran Tinggi,26,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2012,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2014,Pune,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,25,Perempuan,No,3,Yes
Masters,2012,Pune,Bayaran Rendah,26,Laki-laki,No,4,Yes
PHD,2016,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2015,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2017,New Delhi,Bayaran Menengah,25,Laki-laki,No,3,Yes
Bachelors,2015,New Delhi,Bayaran Rendah,27,Perempuan,No,5,No
Bachelors,2017,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2016,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2018,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Masters,2018,New Delhi,Bayaran Rendah,25,Perempuan,No,3,Yes
Masters,2017,Pune,Bayaran Menengah,25,Laki-laki,No,3,No
Masters,2014,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2014,Pune,Bayaran Rendah,28,Perempuan,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2017,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2014,Pune,Bayaran Menengah,28,Perempuan,No,0,Yes
Bachelors,2017,New Delhi,Bayaran Rendah,25,Perempuan,Yes,3,No
Bachelors,2014,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2012,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2017,Bangalore,Bayaran Rendah,26,Perempuan,No,4,No
Masters,2017,Bangalore,Bayaran Menengah,26,Laki-laki,No,4,Yes
Bachelors,2017,New Delhi,Bayaran Rendah,25,Perempuan,No,3,No
Bachelors,2018,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,Yes
Bachelors,2014,New Delhi,Bayaran Rendah,27,Perempuan,No,5,No
Bachelors,2017,Bangalore,Bayaran Rendah,28,Laki-laki,No,5,No
Bachelors,2015,Bangalore,Bayaran Tinggi,24,Perempuan,No,2,No
Bachelors,2013,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,26,Perempuan,No,4,Yes
Masters,2017,New Delhi,Bayaran Menengah,28,Perempuan,No,2,No
Bachelors,2016,Pune,Bayaran Rendah,28,Perempuan,No,4,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,25,Laki-laki,No,3,No
Bachelors,2015,Pune,Bayaran Rendah,27,Perempuan,Yes,5,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2015,Pune,Bayaran Rendah,28,Perempuan,Yes,5,Yes
Bachelors,2013,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Masters,2017,Pune,Bayaran Menengah,25,Laki-laki,No,3,No
Bachelors,2015,Pune,Bayaran Menengah,25,Perempuan,Yes,3,Yes
Bachelors,2015,Pune,Bayaran Menengah,24,Perempuan,No,2,Yes
Masters,2017,New Delhi,Bayaran Menengah,28,Perempuan,No,2,No
Bachelors,2014,New Delhi,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2012,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2015,Pune,Bayaran Menengah,28,Perempuan,No,5,Yes
Bachelors,2015,New Delhi,Bayaran Menengah,27,Perempuan,No,5,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Masters,2016,New Delhi,Bayaran Rendah,25,Perempuan,No,3,No
Bachelors,2012,Pune,Bayaran Rendah,24,Laki-laki,Yes,2,No
Bachelors,2015,New Delhi,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2015,Pune,Bayaran Menengah,26,Perempuan,No,4,Yes
Masters,2017,Pune,Bayaran Menengah,27,Perempuan,No,5,No
Bachelors,2013,Bangalore,Bayaran Tinggi,24,Perempuan,No,2,Yes
PHD,2017,Pune,Bayaran Rendah,28,Laki-laki,No,1,No
Bachelors,2017,Bangalore,Bayaran Rendah,24,Perempuan,No,2,No
Bachelors,2015,Pune,Bayaran Menengah,24,Perempuan,No,2,Yes
